"/target/f3d/wrench/force/y_x","/target/f3d/wrench/force/y_y","/target/f3d/wrench/force/x_y","/target/f3d/wrench/force/z_y"
123.226,0,0,0,
123.227,0,0,0,
123.228,0,0,0,
123.229,0,0,0,
123.23,0,0,0,
123.231,0,0,0,
123.232,0,0,0,
123.233,0,0,0,
123.234,0,0,0,
123.235,0,0,0,
123.236,0,0,0,
123.237,0,0,0,
123.238,0,0,0,
123.239,0,0,0,
123.24,0,0,0,
123.241,0,0,0,
123.242,0,0,0,
123.243,0,0,0,
123.244,0,0,0,
123.245,0,0,0,
123.246,0,0,0,
123.247,0,0,0,
123.248,0,0,0,
123.249,0,0,0,
123.25,0,0,0,
123.251,0,0,0,
123.252,0,0,0,
123.253,0,0,0,
123.254,0,0,0,
123.257,0,0,0,
123.258,0,0,0,
123.259,0,0,0,
123.26,0,0,0,
123.261,0,0,0,
123.262,0,0,0,
123.263,0,0,0,
123.264,0,0,0,
123.265,0,0,0,
123.266,0,0,0,
123.267,0,0,0,
123.268,0,0,0,
123.269,0,0,0,
123.27,0,0,0,
123.271,0,0,0,
123.272,0,0,0,
123.273,0,0,0,
123.274,0,0,0,
123.275,0,0,0,
123.276,0,0,0,
123.277,0,0,0,
123.278,0,0,0,
123.279,0,0,0,
123.28,0,0,0,
123.281,0,0,0,
123.282,0,0,0,
123.283,0,0,0,
123.284,0,0,0,
123.285,0,0,0,
123.286,0,0,0,
123.287,0,0,0,
123.288,0,0,0,
123.289,0,0,0,
123.29,0,0,0,
123.291,0,0,0,
123.292,0,0,0,
123.293,0,0,0,
123.294,0,0,0,
123.295,0,0,0,
123.296,0,0,0,
123.297,0,0,0,
123.298,0,0,0,
123.299,0,0,0,
123.3,0,0,0,
123.301,0,0,0,
123.302,0,0,0,
123.303,0,0,0,
123.304,0,0,0,
123.305,0,0,0,
123.306,0,0,0,
123.307,0,0,0,
123.308,0,0,0,
123.309,0,0,0,
123.31,0,0,0,
123.311,0,0,0,
123.312,0,0,0,
123.313,0,0,0,
123.314,0,0,0,
123.315,0,0,0,
123.316,0,0,0,
123.317,0,0,0,
123.318,0,0,0,
123.319,0,0,0,
123.32,0,0,0,
123.321,0,0,0,
123.322,0,0,0,
123.323,0,0,0,
123.324,0,0,0,
123.325,0,0,0,
123.326,0,0,0,
123.327,0,0,0,
123.328,0,0,0,
123.329,0,0,0,
123.33,0,0,0,
123.331,0,0,0,
123.332,0,0,0,
123.333,0,0,0,
123.334,0,0,0,
123.335,0,0,0,
123.336,0,0,0,
123.337,0,0,0,
123.338,0,0,0,
123.339,0,0,0,
123.34,0,0,0,
123.341,0,0,0,
123.342,0,0,0,
123.343,0,0,0,
123.344,0,0,0,
123.345,0,0,0,
123.346,0,0,0,
123.347,0,0,0,
123.348,0,0,0,
123.349,0,0,0,
123.35,0,0,0,
123.351,0,0,0,
123.352,0,0,0,
123.353,0,0,0,
123.354,0,0,0,
123.355,0,0,0,
123.356,0,0,0,
123.357,0,0,0,
123.358,0,0,0,
123.359,0,0,0,
123.36,0,0,0,
123.361,0,0,0,
123.362,0,0,0,
123.363,0,0,0,
123.364,0,0,0,
123.365,0,0,0,
123.366,0,0,0,
123.367,0,0,0,
123.368,0,0,0,
123.369,0,0,0,
123.37,0,0,0,
123.371,0,0,0,
123.372,0,0,0,
123.373,0,0,0,
123.374,0,0,0,
123.375,0,0,0,
123.376,0,0,0,
123.377,0,0,0,
123.378,0,0,0,
123.379,0,0,0,
123.38,0,0,0,
123.381,0,0,0,
123.382,0,0,0,
123.383,0,0,0,
123.384,0,0,0,
123.385,0,0,0,
123.386,0,0,0,
123.387,0,0,0,
123.388,0,0,0,
123.389,0,0,0,
123.39,0,0,0,
123.391,0,0,0,
123.392,0,0,0,
123.393,0,0,0,
123.394,0,0,0,
123.395,0,0,0,
123.396,0,0,0,
123.397,0,0,0,
123.398,0,0,0,
123.399,0,0,0,
123.4,0,0,0,
123.401,0,0,0,
123.402,0,0,0,
123.403,0,0,0,
123.404,0,0,0,
123.405,0,0,0,
123.406,0,0,0,
123.407,0,0,0,
123.408,0,0,0,
123.409,0,0,0,
123.41,0,0,0,
123.411,0,0,0,
123.412,0,0,0,
123.413,0,0,0,
123.414,0,0,0,
123.415,0,0,0,
123.416,0,0,0,
123.417,0,0,0,
123.418,0,0,0,
123.419,0,0,0,
123.42,0,0,0,
123.421,0,0,0,
123.422,0,0,0,
123.423,0,0,0,
123.424,0,0,0,
123.425,0,0,0,
123.426,0,0,0,
123.427,0,0,0,
123.428,0,0,0,
123.429,0,0,0,
123.43,0,0,0,
123.431,0,0,0,
123.432,0,0,0,
123.433,0,0,0,
123.434,0,0,0,
123.435,0,0,0,
123.436,0,0,0,
123.437,0,0,0,
123.438,0,0,0,
123.439,0,0,0,
123.44,0,0,0,
123.441,0,0,0,
123.442,0,0,0,
123.443,0,0,0,
123.444,0,0,0,
123.449,0,0,0,
123.45,0,0,0,
123.451,0,0,0,
123.452,0,0,0,
123.453,0,0,0,
123.454,0,0,0,
123.455,0,0,0,
123.456,0,0,0,
123.457,0,0,0,
123.458,0,0,0,
123.459,0,0,0,
123.46,0,0,0,
123.461,0,0,0,
123.462,0,0,0,
123.463,0,0,0,
123.464,0,0,0,
123.465,0,0,0,
123.466,0,0,0,
123.467,0,0,0,
123.468,0,0,0,
123.469,0,0,0,
123.47,0,0,0,
123.471,0,0,0,
123.472,0,0,0,
123.473,0,0,0,
123.474,0,0,0,
123.475,0,0,0,
123.476,0,0,0,
123.477,0,0,0,
123.478,0,0,0,
123.479,0,0,0,
123.48,0,0,0,
123.481,0,0,0,
123.482,0,0,0,
123.483,0,0,0,
123.484,0,0,0,
123.485,0,0,0,
123.486,0,0,0,
123.487,0,0,0,
123.488,0,0,0,
123.489,0,0,0,
123.49,0,0,0,
123.491,0,0,0,
123.492,0,0,0,
123.493,0,0,0,
123.494,0,0,0,
123.495,0,0,0,
123.496,0,0,0,
123.497,0,0,0,
123.498,0,0,0,
123.499,0,0,0,
123.5,0,0,0,
123.502,0,0,0,
123.503,0,0,0,
123.504,0,0,0,
123.505,0,0,0,
123.506,0,0,0,
123.507,0,0,0,
123.508,0,0,0,
123.509,0,0,0,
123.51,0,0,0,
123.511,0,0,0,
123.512,0,0,0,
123.513,0,0,0,
123.514,0,0,0,
123.515,0,0,0,
123.516,0,0,0,
123.517,0,0,0,
123.518,0,0,0,
123.519,0,0,0,
123.52,0,0,0,
123.521,0,0,0,
123.522,0,0,0,
123.523,0,0,0,
123.524,0,0,0,
123.525,0,0,0,
123.526,0,0,0,
123.527,0,0,0,
123.528,0,0,0,
123.529,0,0,0,
123.53,0,0,0,
123.531,0,0,0,
123.532,0,0,0,
123.533,0,0,0,
123.534,0,0,0,
123.535,0,0,0,
123.536,0,0,0,
123.537,0,0,0,
123.538,0,0,0,
123.539,0,0,0,
123.54,0,0,0,
123.541,0,0,0,
123.542,0,0,0,
123.543,0,0,0,
123.544,0,0,0,
123.545,0,0,0,
123.546,0,0,0,
123.547,0,0,0,
123.548,0,0,0,
123.549,0,0,0,
123.55,0,0,0,
123.551,0,0,0,
123.552,0,0,0,
123.553,0,0,0,
123.554,0,0,0,
123.555,0,0,0,
123.556,0,0,0,
123.557,0,0,0,
123.558,0,0,0,
123.559,0,0,0,
123.56,0,0,0,
123.561,0,0,0,
123.562,0,0,0,
123.563,0,0,0,
123.564,0,0,0,
123.565,0,0,0,
123.566,0,0,0,
123.567,0,0,0,
123.568,0,0,0,
123.569,0,0,0,
123.57,0,0,0,
123.571,0,0,0,
123.572,0,0,0,
123.573,0,0,0,
123.574,0,0,0,
123.575,0,0,0,
123.576,0,0,0,
123.577,0,0,0,
123.578,0,0,0,
123.579,0,0,0,
123.58,0,0,0,
123.581,0,0,0,
123.582,0,0,0,
123.583,0,0,0,
123.584,0,0,0,
123.585,0,0,0,
123.586,0,0,0,
123.587,0,0,0,
123.588,0,0,0,
123.589,0,0,0,
123.59,0,0,0,
123.591,0,0,0,
123.592,0,0,0,
123.593,0,0,0,
123.594,0,0,0,
123.595,0,0,0,
123.596,0,0,0,
123.597,0,0,0,
123.598,0,0,0,
123.599,0,0,0,
123.6,0,0,0,
123.601,0,0,0,
123.602,0,0,0,
123.603,0,0,0,
123.604,0,0,0,
123.605,0,0,0,
123.606,0,0,0,
123.607,0,0,0,
123.608,0,0,0,
123.609,0,0,0,
123.61,0,0,0,
123.611,0,0,0,
123.612,0,0,0,
123.613,0,0,0,
123.614,0,0,0,
123.615,0,0,0,
123.616,0,0,0,
123.617,0,0,0,
123.618,0,0,0,
123.619,0,0,0,
123.62,0,0,0,
123.621,0,0,0,
123.622,0,0,0,
123.623,0,0,0,
123.624,0,0,0,
123.625,0,0,0,
123.626,0,0,0,
123.627,0,0,0,
123.628,0,0,0,
123.629,0,0,0,
123.63,0,0,0,
123.631,0,0,0,
123.632,0,0,0,
123.633,0,0,0,
123.634,0,0,0,
123.635,0,0,0,
123.636,0,0,0,
123.637,0,0,0,
123.638,0,0,0,
123.639,0,0,0,
123.64,0,0,0,
123.641,0,0,0,
123.642,0,0,0,
123.643,0,0,0,
123.644,0,0,0,
123.645,0,0,0,
123.646,0,0,0,
123.647,0,0,0,
123.648,0,0,0,
123.649,0,0,0,
123.65,0,0,0,
123.651,0,0,0,
123.652,0,0,0,
123.653,0,0,0,
123.654,0,0,0,
123.655,0,0,0,
123.656,0,0,0,
123.657,0,0,0,
123.658,0,0,0,
123.659,0,0,0,
123.66,0,0,0,
123.661,0,0,0,
123.662,0,0,0,
123.663,0,0,0,
123.664,0,0,0,
123.665,0,0,0,
123.666,0,0,0,
123.667,0,0,0,
123.668,0,0,0,
123.669,0,0,0,
123.67,0,0,0,
123.671,0,0,0,
123.672,0,0,0,
123.673,0,0,0,
123.674,0,0,0,
123.675,0,0,0,
123.676,0,0,0,
123.677,0,0,0,
123.678,0,0,0,
123.679,0,0,0,
123.68,0,0,0,
123.681,0,0,0,
123.682,0,0,0,
123.683,0,0,0,
123.684,0,0,0,
123.685,0,0,0,
123.686,0,0,0,
123.687,0,0,0,
123.688,0,0,0,
123.689,0,0,0,
123.69,0,0,0,
123.691,0,0,0,
123.692,0,0,0,
123.693,0,0,0,
123.694,0,0,0,
123.695,0,0,0,
123.696,0,0,0,
123.697,0,0,0,
123.698,0,0,0,
123.699,0,0,0,
123.7,0,0,0,
123.701,0,0,0,
123.702,0,0,0,
123.703,0,0,0,
123.704,0,0,0,
123.705,0,0,0,
123.706,0,0,0,
123.707,0,0,0,
123.708,0,0,0,
123.709,0,0,0,
123.71,0,0,0,
123.711,0,0,0,
123.712,0,0,0,
123.713,0,0,0,
123.714,0,0,0,
123.715,0,0,0,
123.716,0,0,0,
123.717,0,0,0,
123.718,0,0,0,
123.719,0,0,0,
123.72,0,0,0,
123.721,0,0,0,
123.722,0,0,0,
123.723,0,0,0,
123.724,0,0,0,
123.725,0,0,0,
123.726,0,0,0,
123.727,0,0,0,
123.728,0,0,0,
123.729,0,0,0,
123.73,0,0,0,
123.731,0,0,0,
123.732,0,0,0,
123.733,0,0,0,
123.734,0,0,0,
123.735,0,0,0,
123.736,0,0,0,
123.737,0,0,0,
123.738,0,0,0,
123.739,0,0,0,
123.74,0,0,0,
123.741,0,0,0,
123.742,0,0,0,
123.743,0,0,0,
123.744,0,0,0,
123.745,0,0,0,
123.746,0,0,0,
123.747,0,0,0,
123.748,0,0,0,
123.749,0,0,0,
123.75,0,0,0,
123.751,0,0,0,
123.752,0,0,0,
123.753,0,0,0,
123.754,0,0,0,
123.755,0,0,0,
123.756,0,0,0,
123.757,0,0,0,
123.758,0,0,0,
123.759,0,0,0,
123.76,0,0,0,
123.761,0,0,0,
123.762,0,0,0,
123.763,0,0,0,
123.764,0,0,0,
123.765,0,0,0,
123.766,0,0,0,
123.767,0,0,0,
123.768,0,0,0,
123.769,0,0,0,
123.77,0,0,0,
123.771,0,0,0,
123.772,0,0,0,
123.773,0,0,0,
123.774,0,0,0,
123.775,0,0,0,
123.776,0,0,0,
123.777,0,0,0,
123.778,0,0,0,
123.779,0,0,0,
123.78,0,0,0,
123.781,0,0,0,
123.782,0,0,0,
123.783,0,0,0,
123.784,0,0,0,
123.785,0,0,0,
123.786,0,0,0,
123.787,0,0,0,
123.788,0,0,0,
123.789,0,0,0,
123.79,0,0,0,
123.791,0,0,0,
123.792,0,0,0,
123.793,0,0,0,
123.794,0,0,0,
123.795,0,0,0,
123.796,0,0,0,
123.797,0,0,0,
123.798,0,0,0,
123.799,0,0,0,
123.8,0,0,0,
123.801,0,0,0,
123.802,0,0,0,
123.803,0,0,0,
123.804,0,0,0,
123.805,0,0,0,
123.806,0,0,0,
123.807,0,0,0,
123.808,0,0,0,
123.809,0,0,0,
123.81,0,0,0,
123.811,0,0,0,
123.812,0,0,0,
123.813,0,0,0,
123.814,0,0,0,
123.815,0,0,0,
123.816,0,0,0,
123.817,0,0,0,
123.818,0,0,0,
123.819,0,0,0,
123.82,0,0,0,
123.821,0,0,0,
123.822,0,0,0,
123.823,0,0,0,
123.824,0,0,0,
123.825,0,0,0,
123.826,0,0,0,
123.827,0,0,0,
123.828,0,0,0,
123.829,0,0,0,
123.83,0,0,0,
123.831,0,0,0,
123.832,0,0,0,
123.833,0,0,0,
123.834,0,0,0,
123.835,0,0,0,
123.836,0,0,0,
123.837,0,0,0,
123.838,0,0,0,
123.839,0,0,0,
123.84,0,0,0,
123.841,0,0,0,
123.842,0,0,0,
123.843,0,0,0,
123.844,0,0,0,
123.845,0,0,0,
123.846,0,0,0,
123.847,0,0,0,
123.848,0,0,0,
123.849,0,0,0,
123.85,0,0,0,
123.851,0,0,0,
123.852,0,0,0,
123.853,0,0,0,
123.854,0,0,0,
123.855,0,0,0,
123.856,0,0,0,
123.857,0,0,0,
123.858,0,0,0,
123.859,0,0,0,
123.86,0,0,0,
123.861,0,0,0,
123.862,0,0,0,
123.863,0,0,0,
123.864,0,0,0,
123.865,0,0,0,
123.866,0,0,0,
123.867,0,0,0,
123.868,0,0,0,
123.869,0,0,0,
123.87,0,0,0,
123.871,0,0,0,
123.872,0,0,0,
123.873,0,0,0,
123.874,0,0,0,
123.875,0,0,0,
123.876,0,0,0,
123.877,0,0,0,
123.878,0,0,0,
123.879,0,0,0,
123.88,0,0,0,
123.881,0,0,0,
123.882,0,0,0,
123.883,0,0,0,
123.884,0,0,0,
123.885,0,0,0,
123.886,0,0,0,
123.887,0,0,0,
123.888,0,0,0,
123.889,0,0,0,
123.89,0,0,0,
123.891,0,0,0,
123.892,0,0,0,
123.893,0,0,0,
123.894,0,0,0,
123.895,0,0,0,
123.896,0,0,0,
123.897,0,0,0,
123.898,0,0,0,
123.899,0,0,0,
123.9,0,0,0,
123.901,0,0,0,
123.902,0,0,0,
123.903,0,0,0,
123.904,0,0,0,
123.905,0,0,0,
123.906,0,0,0,
123.907,0,0,0,
123.908,0,0,0,
123.909,0,0,0,
123.91,0,0,0,
123.911,0,0,0,
123.912,0,0,0,
123.913,0,0,0,
123.914,0,0,0,
123.915,0,0,0,
123.916,0,0,0,
123.917,0,0,0,
123.918,0,0,0,
123.919,0,0,0,
123.92,0,0,0,
123.921,0,0,0,
123.922,0,0,0,
123.923,0,0,0,
123.924,0,0,0,
123.925,0,0,0,
123.926,0,0,0,
123.927,0,0,0,
123.928,0,0,0,
123.929,0,0,0,
123.93,0,0,0,
123.931,0,0,0,
123.932,0,0,0,
123.933,0,0,0,
123.934,0,0,0,
123.935,0,0,0,
123.936,0,0,0,
123.937,0,0,0,
123.938,0,0,0,
123.939,0,0,0,
123.94,0,0,0,
123.941,0,0,0,
123.942,0,0,0,
123.943,0,0,0,
123.944,0,0,0,
123.945,0,0,0,
123.946,0,0,0,
123.947,0,0,0,
123.948,0,0,0,
123.949,0,0,0,
123.95,0,0,0,
123.951,0,0,0,
123.952,0,0,0,
123.953,0,0,0,
123.954,0,0,0,
123.955,0,0,0,
123.956,0,0,0,
123.957,0,0,0,
123.958,0,0,0,
123.959,0,0,0,
123.96,0,0,0,
123.961,0,0,0,
123.962,0,0,0,
123.963,0,0,0,
123.964,0,0,0,
123.965,0,0,0,
123.966,0,0,0,
123.967,0,0,0,
123.968,0,0,0,
123.969,0,0,0,
123.97,0,0,0,
123.971,0,0,0,
123.972,0,0,0,
123.973,0,0,0,
123.974,0,0,0,
123.975,0,0,0,
123.976,0,0,0,
123.977,0,0,0,
123.978,0,0,0,
123.979,0,0,0,
123.98,0,0,0,
123.981,0,0,0,
123.982,0,0,0,
123.983,0,0,0,
123.984,0,0,0,
123.985,0,0,0,
123.986,0,0,0,
123.987,0,0,0,
123.988,0,0,0,
123.989,0,0,0,
123.99,0,0,0,
123.991,0,0,0,
123.992,0,0,0,
123.993,0,0,0,
123.994,0,0,0,
123.995,0,0,0,
123.996,0,0,0,
123.997,0,0,0,
123.998,0,0,0,
123.999,0,0,0,
124,0,0,0,
124.001,0,0,0,
124.002,0,0,0,
124.003,0,0,0,
124.004,0,0,0,
124.006,0,0,0,
124.007,0,0,0,
124.008,0,0,0,
124.009,0,0,0,
124.01,0,0,0,
124.011,0,0,0,
124.012,0,0,0,
124.013,0,0,0,
124.014,0,0,0,
124.015,0,0,0,
124.016,0,0,0,
124.017,0,0,0,
124.018,0,0,0,
124.019,0,0,0,
124.02,0,0,0,
124.021,0,0,0,
124.022,0,0,0,
124.023,0,0,0,
124.024,0,0,0,
124.025,0,0,0,
124.026,0,0,0,
124.027,0,0,0,
124.028,0,0,0,
124.029,0,0,0,
124.03,0,0,0,
124.031,0,0,0,
124.032,0,0,0,
124.033,0,0,0,
124.034,0,0,0,
124.035,0,0,0,
124.036,0,0,0,
124.037,0,0,0,
124.038,0,0,0,
124.039,0,0,0,
124.04,0,0,0,
124.041,0,0,0,
124.042,0,0,0,
124.043,0,0,0,
124.044,0,0,0,
124.045,0,0,0,
124.046,0,0,0,
124.047,0,0,0,
124.048,0,0,0,
124.049,0,0,0,
124.05,0,0,0,
124.051,0,0,0,
124.052,0,0,0,
124.053,0,0,0,
124.054,0,0,0,
124.055,0,0,0,
124.056,0,0,0,
124.057,0,0,0,
124.058,0,0,0,
124.059,0,0,0,
124.06,0,0,0,
124.061,0,0,0,
124.062,0,0,0,
124.063,0,0,0,
124.064,0,0,0,
124.065,0,0,0,
124.066,0,0,0,
124.067,0,0,0,
124.068,0,0,0,
124.072,0,0,0,
124.073,0,0,0,
124.074,0,0,0,
124.075,0,0,0,
124.076,0,0,0,
124.077,0,0,0,
124.078,0,0,0,
124.079,0,0,0,
124.081,0,0,0,
124.082,0,0,0,
124.083,0,0,0,
124.084,0,0,0,
124.085,0,0,0,
124.086,0,0,0,
124.087,0,0,0,
124.088,0,0,0,
124.089,0,0,0,
124.09,0,0,0,
124.091,0,0,0,
124.092,0,0,0,
124.093,0,0,0,
124.094,0,0,0,
124.095,0,0,0,
124.096,0,0,0,
124.097,0,0,0,
124.098,0,0,0,
124.099,0,0,0,
124.1,0,0,0,
124.101,0,0,0,
124.102,0,0,0,
124.103,0,0,0,
124.104,0,0,0,
124.105,0,0,0,
124.106,0,0,0,
124.107,0,0,0,
124.108,0,0,0,
124.109,0,0,0,
124.11,0,0,0,
124.111,0,0,0,
124.112,0,0,0,
124.113,0,0,0,
124.114,0,0,0,
124.115,0,0,0,
124.116,0,0,0,
124.117,0,0,0,
124.118,0,0,0,
124.119,0,0,0,
124.12,0,0,0,
124.121,0,0,0,
124.122,0,0,0,
124.123,0,0,0,
124.124,0,0,0,
124.125,0,0,0,
124.126,0,0,0,
124.127,0,0,0,
124.128,0,0,0,
124.129,0,0,0,
124.13,0,0,0,
124.131,0,0,0,
124.132,0,0,0,
124.133,0,0,0,
124.134,0,0,0,
124.135,0,0,0,
124.136,0,0,0,
124.137,0,0,0,
124.138,0,0,0,
124.139,0,0,0,
124.14,0,0,0,
124.141,0,0,0,
124.142,0,0,0,
124.143,0,0,0,
124.144,0,0,0,
124.145,0,0,0,
124.146,0,0,0,
124.147,0,0,0,
124.148,0,0,0,
124.149,0,0,0,
124.15,0,0,0,
124.151,0,0,0,
124.152,0,0,0,
124.153,0,0,0,
124.154,0,0,0,
124.155,0,0,0,
124.156,0,0,0,
124.157,0,0,0,
124.158,0,0,0,
124.159,0,0,0,
124.16,0,0,0,
124.161,0,0,0,
124.162,0,0,0,
124.163,0,0,0,
124.164,0,0,0,
124.165,0,0,0,
124.166,0,0,0,
124.167,0,0,0,
124.168,0,0,0,
124.169,0,0,0,
124.17,0,0,0,
124.171,0,0,0,
124.172,0,0,0,
124.173,0,0,0,
124.174,0,0,0,
124.175,0,0,0,
124.176,0,0,0,
124.177,0,0,0,
124.178,0,0,0,
124.179,0,0,0,
124.18,0,0,0,
124.181,0,0,0,
124.183,0,0,0,
124.184,0,0,0,
124.188,0,0,0,
124.189,0,0,0,
124.19,0,0,0,
124.191,0,0,0,
124.192,0,0,0,
124.193,0,0,0,
124.194,0,0,0,
124.195,0,0,0,
124.196,0,0,0,
124.197,0,0,0,
124.198,0,0,0,
124.199,0,0,0,
124.2,0,0,0,
124.201,0,0,0,
124.202,0,0,0,
124.203,0,0,0,
124.204,0,0,0,
124.205,0,0,0,
124.206,0,0,0,
124.207,0,0,0,
124.208,0,0,0,
124.209,0,0,0,
124.21,0,0,0,
124.211,0,0,0,
124.212,0,0,0,
124.213,0,0,0,
124.214,0,0,0,
124.215,0,0,0,
124.216,0,0,0,
124.217,0,0,0,
124.218,0,0,0,
124.219,0,0,0,
124.22,0,0,0,
124.221,0,0,0,
124.222,0,0,0,
124.223,0,0,0,
124.224,0,0,0,
124.225,0,0,0,
124.226,0,0,0,
124.227,0,0,0,
124.228,0,0,0,
124.229,0,0,0,
124.23,0,0,0,
124.231,0,0,0,
124.232,0,0,0,
124.233,0,0,0,
124.234,0,0,0,
124.235,0,0,0,
124.236,0,0,0,
124.237,0,0,0,
124.238,0,0,0,
124.239,0,0,0,
124.24,0,0,0,
124.241,0,0,0,
124.242,0,0,0,
124.243,0,0,0,
124.244,0,0,0,
124.245,0,0,0,
124.246,0,0,0,
124.247,0,0,0,
124.248,0,0,0,
124.249,0,0,0,
124.25,0,0,0,
124.251,0,0,0,
124.252,0,0,0,
124.253,0,0,0,
124.254,0,0,0,
124.255,0,0,0,
124.256,0,0,0,
124.257,0,0,0,
124.258,0,0,0,
124.259,0,0,0,
124.26,0,0,0,
124.261,0,0,0,
124.262,0,0,0,
124.263,0,0,0,
124.264,0,0,0,
124.265,0,0,0,
124.266,0,0,0,
124.267,0,0,0,
124.268,0,0,0,
124.269,0,0,0,
124.27,0,0,0,
124.271,0,0,0,
124.272,0,0,0,
124.273,0,0,0,
124.274,0,0,0,
124.275,0,0,0,
124.276,0,0,0,
124.277,0,0,0,
124.278,0,0,0,
124.28,0,0,0,
124.281,0,0,0,
124.282,0,0,0,
124.283,0,0,0,
124.284,0,0,0,
124.285,0,0,0,
124.286,0,0,0,
124.287,0,0,0,
124.288,0,0,0,
124.289,0,0,0,
124.29,0,0,0,
124.291,0,0,0,
124.292,0,0,0,
124.293,0,0,0,
124.294,0,0,0,
124.295,0,0,0,
124.296,0,0,0,
124.297,0,0,0,
124.298,0,0,0,
124.299,0,0,0,
124.3,0,0,0,
124.301,0,0,0,
124.302,0,0,0,
124.303,0,0,0,
124.304,0,0,0,
124.305,0,0,0,
124.306,0,0,0,
124.307,0,0,0,
124.308,0,0,0,
124.309,0,0,0,
124.31,0,0,0,
124.311,0,0,0,
124.312,0,0,0,
124.313,0,0,0,
124.314,0,0,0,
124.315,0,0,0,
124.316,0,0,0,
124.317,0,0,0,
124.318,0,0,0,
124.319,0,0,0,
124.32,0,0,0,
124.321,0,0,0,
124.322,0,0,0,
124.323,0,0,0,
124.324,0,0,0,
124.325,0,0,0,
124.326,0,0,0,
124.327,0,0,0,
124.328,0,0,0,
124.329,0,0,0,
124.33,0,0,0,
124.331,0,0,0,
124.332,0,0,0,
124.333,0,0,0,
124.334,0,0,0,
124.335,0,0,0,
124.336,0,0,0,
124.337,0,0,0,
124.338,0,0,0,
124.339,0,0,0,
124.34,0,0,0,
124.341,0,0,0,
124.342,0,0,0,
124.343,0,0,0,
124.344,0,0,0,
124.345,0,0,0,
124.346,0,0,0,
124.347,0,0,0,
124.348,0,0,0,
124.349,0,0,0,
124.35,0,0,0,
124.351,0,0,0,
124.352,0,0,0,
124.353,0,0,0,
124.354,0,0,0,
124.355,0,0,0,
124.356,0,0,0,
124.357,0,0,0,
124.358,0,0,0,
124.359,0,0,0,
124.36,0,0,0,
124.361,0,0,0,
124.362,0,0,0,
124.363,0,0,0,
124.364,0,0,0,
124.365,0,0,0,
124.366,0,0,0,
124.367,0,0,0,
124.368,0,0,0,
124.369,0,0,0,
124.37,0,0,0,
124.371,0,0,0,
124.372,0,0,0,
124.373,0,0,0,
124.374,0,0,0,
124.375,0,0,0,
124.381,0,0,0,
124.382,0,0,0,
124.384,0,0,0,
124.385,0,0,0,
124.386,0,0,0,
124.387,0,0,0,
124.388,0,0,0,
124.389,0,0,0,
124.39,0,0,0,
124.391,0,0,0,
124.392,0,0,0,
124.393,0,0,0,
124.394,0,0,0,
124.395,0,0,0,
124.396,0,0,0,
124.397,0,0,0,
124.398,0,0,0,
124.399,0,0,0,
124.4,0,0,0,
124.401,0,0,0,
124.402,0,0,0,
124.403,0,0,0,
124.404,0,0,0,
124.405,0,0,0,
124.406,0,0,0,
124.407,0,0,0,
124.408,0,0,0,
124.409,0,0,0,
124.41,0,0,0,
124.411,0,0,0,
124.412,0,0,0,
124.413,0,0,0,
124.414,0,0,0,
124.415,0,0,0,
124.416,0,0,0,
124.417,0,0,0,
124.418,0,0,0,
124.419,0,0,0,
124.42,0,0,0,
124.421,0,0,0,
124.422,0,0,0,
124.423,0,0,0,
124.424,0,0,0,
124.425,0,0,0,
124.426,0,0,0,
124.427,0,0,0,
124.428,0,0,0,
124.429,0,0,0,
124.43,0,0,0,
124.431,0,0,0,
124.432,0,0,0,
124.433,0,0,0,
124.434,0,0,0,
124.435,0,0,0,
124.436,0,0,0,
124.437,0,0,0,
124.438,0,0,0,
124.439,0,0,0,
124.44,0,0,0,
124.441,0,0,0,
124.442,0,0,0,
124.443,0,0,0,
124.444,0,0,0,
124.445,0,0,0,
124.446,0,0,0,
124.447,0,0,0,
124.448,0,0,0,
124.449,0,0,0,
124.45,0,0,0,
124.451,0,0,0,
124.452,0,0,0,
124.453,0,0,0,
124.454,0,0,0,
124.455,0,0,0,
124.456,0,0,0,
124.457,0,0,0,
124.458,0,0,0,
124.459,0,0,0,
124.46,0,0,0,
124.461,0,0,0,
124.462,0,0,0,
124.463,0,0,0,
124.464,0,0,0,
124.465,0,0,0,
124.466,0,0,0,
124.467,0,0,0,
124.468,0,0,0,
124.469,0,0,0,
124.47,0,0,0,
124.471,0,0,0,
124.472,0,0,0,
124.473,0,0,0,
124.474,0,0,0,
124.475,0,0,0,
124.476,0,0,0,
124.477,0,0,0,
124.478,0,0,0,
124.479,0,0,0,
124.48,0,0,0,
124.481,0,0,0,
124.482,0,0,0,
124.483,0,0,0,
124.484,0,0,0,
124.485,0,0,0,
124.486,0,0,0,
124.487,0,0,0,
124.488,0,0,0,
124.489,0,0,0,
124.49,0,0,0,
124.491,0,0,0,
124.492,0,0,0,
124.493,0,0,0,
124.494,0,0,0,
124.495,0,0,0,
124.496,0,0,0,
124.497,0,0,0,
124.498,0,0,0,
124.499,0,0,0,
124.5,0,0,0,
124.501,0,0,0,
124.502,0,0,0,
124.503,0,0,0,
124.504,0,0,0,
124.505,0,0,0,
124.506,0,0,0,
124.507,0,0,0,
124.508,0,0,0,
124.509,0,0,0,
124.511,0,0,0,
124.512,0,0,0,
124.513,0,0,0,
124.514,0,0,0,
124.515,0,0,0,
